name,category,address,locality,pincode,lat,lng,phone,email,website,google_rating,review_count,first_review_year,size_proxy,owner_or_chain,standalone_building,amenity_power_backup,maintenance_rate,outage_keyword_hits,outage_quotes,solar_visible,fm_company,rera_id,source_urls,corridor,icp,score,tier
Golden Castle Sahibabad Lawn 1,banquet hall,Vasundhara,Vasundhara,,,,,,,,,,250-500 pax capacity,,,,,,,,,,https://www.venuemonk.com/ghaziabad/wedding-venues-in-vaishali,ghaziabad,commercial,64,B
Green Carpet Party Lawn,banquet hall,"near Kanawni, Indirapuram",Indirapuram,,,,,,,,,,,,,,,,,,,,https://weddingbanquets.in/banquet-halls/ghaziabad/indirapuram,ghaziabad,commercial,64,B
Hotel Ekant,banquet hall,,"Sector 16, Faridabad",,,,,,,,,,,,,,,,,,,,https://www.venuepool.com/ind/faridabad/banquet-hall-in-sector-16-faridabad,faridabad,commercial,64,B
Hotel Golden Tree,banquet hall,,"Sector 16, Faridabad",,,,,,,,,,,,,,,,,,,,https://www.venuepool.com/ind/faridabad/banquet-hall-in-sector-16-faridabad,faridabad,commercial,64,B
Imperial Garden,banquet hall,Badhkal Road,"Badhkal Road, Faridabad",,,,,,,,,,,,,,,,,,,,https://www.sloshout.com/faridabad/banquet-halls-wedding-venues/,faridabad,commercial,64,B
Khalsa Gardens,banquet hall,,Faridabad,,,,,,,,,,"2 halls (400 & 500 pax), 1 marriage lawn (1000 pax)",,,,,,,,,,https://delhi.wedding.net/venues/438281/,faridabad,commercial,64,B
Kisan Bhawan,banquet hall,,"Sector 16, Faridabad",,,,,,,,,,,,,,,,,,,,https://www.venuepool.com/ind/faridabad/banquet-hall-in-sector-16-faridabad,faridabad,commercial,64,B
Kohlis Regency,banquet hall,,"Sector 66, Gurgaon",,,,,,,,,,,,,,,,,,,,https://www.weddingwire.in/banquet-halls/gurgaon,gurgaon,commercial,64,B
Lotus Garden,banquet hall,,Faridabad,,,,,,,,,,marriage lawns for 600 & 1000 guests,,,,,,,,,,https://www.sloshout.com/faridabad/banquet-halls-wedding-venues/,faridabad,commercial,64,B
Milan Restaurant and Banquet,banquet hall,"SCO 26, Sector 16, Near Sagar Cinema","Sector 16, Faridabad",,,,,,,,,,,,,,,,,,,,https://www.getyourvenue.com/faridabad/local-area/neelam-bata-road-banquet-halls/,faridabad,commercial,64,B
Moon Light Banquet,banquet hall,"near Cherry County Street, Greater Noida West",Greater Noida West,,,,,,,,,,,,,,,,,,,,https://www.sloshout.com/blog/top-10-banquet-halls-in-greater-noida/,gn_west,commercial,64,B
Moon Star Banquet,banquet hall,,Greater Noida West,,,,,,,,,,,,,,,,,,,,https://www.sloshout.com/blog/top-10-banquet-halls-in-greater-noida/,gn_west,commercial,64,B
Mukat Garden,banquet hall,,"Sector 87, Faridabad",,,,,,,,,,,,,,,,,,,,https://weddingz.in/banquet-halls/faridabad/sector-87/,faridabad,commercial,64,B
Muskaan Banquets and Rooms,banquet hall,,"Sector 16, Faridabad",,,,,,,,,,,,,,,,,,,,https://www.venuepool.com/ind/faridabad/banquet-hall-in-sector-16-faridabad,faridabad,commercial,64,B
Nirvana Patio Club,banquet hall,,"Sector 50, Gurgaon",,,,,,,,,,,,,,,,,,,,https://www.weddingwire.in/banquet-halls/gurgaon,gurgaon,commercial,64,B
Panchwati Farms,banquet hall,"Vasundhara-Indirapuram Highway, Kinauni Village, Indirapuram",Indirapuram,,,,,,,,,,,,,,,,,,,,https://weddingbanquets.in/banquet-halls/ghaziabad/indirapuram,ghaziabad,commercial,64,B
Pearl Courtyard,banquet hall,,Greater Noida West,,,,,,,,,,capacity 100-700 guests,,,,,,,,,,https://www.sloshout.com/blog/top-10-banquet-halls-in-greater-noida/,gn_west,commercial,64,B
Pushp Vatika,banquet hall,,"Sector 16, Faridabad",,,,,,,,,,,,,,,,,,,,https://www.venuepool.com/ind/faridabad/banquet-hall-in-sector-16-faridabad,faridabad,commercial,64,B
Radha Rani Hall (Free),banquet hall,"near Nirala Greenshire, Supertech Ecovillage 1, Ace City, Noida Extension, near Gaur City mall",Noida Extension,,,,,,,,,,,,,,,,,,,,https://www.venuelook.com/greater-noida/marriage-gardens,gn_west,commercial,64,B
Royal Ambience Party Lawn,banquet hall,"near La Royale, Kanawani Village, Indirapuram",Indirapuram,,,,,,,,,,,,,,,,,,,,https://weddingbanquets.in/banquet-halls/ghaziabad/indirapuram,ghaziabad,commercial,64,B
Rudraksha Lawn and Banquet,banquet hall,Vaishali,Vaishali,,,,,,,,,,,,,,,,,,,,https://www.weddingwire.in/banquet-halls/ghaziabad/vaishali,ghaziabad,commercial,64,B
SRS Banquets,banquet hall,,"Sector 16, Faridabad",,,,,,,,,,,SRS,,,,,,,,,https://www.venuepool.com/ind/faridabad/banquet-hall-in-sector-16-faridabad,faridabad,commercial,64,B
Sacred Flames,banquet hall,"Kheri Road, Sector 89","Sector 89, Faridabad",,,,,,,,,,,,,,,,,,,,https://shaadibazaar.in/venues/faridabad/banquet-halls/greater-faridabad,faridabad,commercial,64,B
Satyam Heritage Banquets,banquet hall,Indirapuram / Vasundhara area,Indirapuram,,,,,,https://www.satyamheritagebanquets.com/,,,,,,,,,,,,,,https://www.satyamheritagebanquets.com/,ghaziabad,commercial,64,B
Shri Krishna Garden,banquet hall,"Sector 5, Vaishali",Vaishali,,,,,,,,,,400-1000 pax capacity,,,,,,,,,,https://www.venuemonk.com/ghaziabad/wedding-venues-in-vaishali | https://www.sloshout.com/ghaziabad/banquet-halls-in-vaishali/,ghaziabad,commercial,64,B
The City Light Banquet Hall,banquet hall,"Bisrakh, Jalalpur Sector-1, Greater Noida West, near Yatharth Hospital","Sector 1, Greater Noida West",,,,,,,,,,,,,,,,,,,,https://www.sloshout.com/blog/top-10-banquet-halls-in-greater-noida/,gn_west,commercial,64,B
The Grand Piazza,banquet hall,"Ahinsa Khand 2, Indirapuram",Indirapuram,,,,,,,,,,,,,,,,,,,,https://weddingz.in/banquet-halls/ghaziabad/indirapuram/ | https://weddingbanquets.in/banquet-halls/ghaziabad/indirapuram,ghaziabad,commercial,64,B
The Palace,banquet hall,"Opposite Sector 21D, Suraj Kund Road","Sector 21D, Faridabad",,,,,,,,,,,,,,,,,,,,https://www.fabvenues.in/venues-event/banquet-hall-at-the-palace-faridabad-haryana,faridabad,commercial,64,B
The Signature Banquet and Party Lawn,banquet hall,"1 Main Road, Sector 16B Rd, Noida Extension, Greater Noida West, near Ajnara Homes","Sector 16B, Greater Noida West",,,,,,,,,,,,,,,,,,,,https://www.sloshout.com/blog/top-10-banquet-halls-in-greater-noida/ | https://weddingz.in/banquet-halls/noida/sector-16/,gn_west,commercial,64,B
The Wedding Planet (Opal Hall),banquet hall,,Greater Noida West,,,,,,https://theweddingplanet.com/,,,,up to 600 guests,,,,,,,,,,https://theweddingplanet.com/ | https://www.sloshout.com/blog/top-10-banquet-halls-in-greater-noida/,gn_west,commercial,64,B
V Club,banquet hall,,"Sohna Road, Gurgaon",,,,,,,,,,,,,,,,,,,,https://vclubgurgaon.com/blog/2026/01/20/marriage-halls-in-gurgaon/,gurgaon,commercial,64,B
Yadav Bhawan,banquet hall,"No 183, Housing Board Colony, Sector 18, Old Faridabad","Sector 18, Old Faridabad",,,,,,,,,,,,,,,,,,,,https://www.getyourvenue.com/faridabad/local-area/neelam-bata-road-banquet-halls/,faridabad,commercial,64,B
Amahi Inn,hotel,"Sector 48, Gurgaon","Sector 48, Gurgaon",,,,,,,,,,,owner,,,,,,,,,https://www.makemytrip.global/hotels/area-budget-hotels-in-sector_48-gurgaon.html,gurgaon,commercial,56,B
Blue Moon Residency Hotel & Restaurant,hotel,"Sector 45, Gurgaon","Sector 45, Gurgaon",,,,,,,,,,,owner,,,,,,,,,https://www.makemytrip.global/hotels-international/en-us/india/gurgaon-hotels/sector_45-hotels.html,gurgaon,commercial,56,B
Cleo Elegance Rooms & Banquet,hotel,,"Sector 70, Noida",,,,,,,,,,,owner,,,,0,,,,,https://www.expedia.com/Noida-Hotels-Cleo-Elegance-Rooms-Banquet.h105516576.Hotel-Information,noida,commercial,56,B
Dewdrop Aanya Suites,hotel,,"Sector 62, Noida",,,,,,,,,,,owner,,,,0,,,,,https://www.venuelook.com/noida/locality/sector-62/venuetype/banquet-halls,noida,commercial,56,B
Hotel Belmorrise,hotel,,"Sector 110, Noida",,,,,,,,,,,owner,,,,0,,,,,https://www.trivago.com/en-US/oar/hotel-belmorrise-sector-110-noida?search=100-13375156,noida,commercial,56,B
Hotel Crosswinds Residency,hotel,"Plot No. RP 28, NR Global International Indian School, Sector 71, Noida, Uttar Pradesh 201301","Sector 71, Noida",201301,,,,,,,,,,owner,y,,,0,,,,,https://www.justdial.com/Noida/Banquet-Halls-in-Noida-Sector-71/nct-10035861,noida,commercial,56,B
Hotel Divy Grand and Banquet,hotel,"SB23, Sector 117, Noida, Uttar Pradesh","Sector 117, Noida",,,,,,,4.9,,,"4-star property with in-house Divya Banquet Hall (weddings, birthdays, corporate)",owner,y,,,0,,,,,https://www.tripadvisor.com/Hotel_Review-g644043-d33250932-Reviews-Hotel_Divy_Grand_And_Banquet_Noida_Sector_117-Noida_Gautam_Buddha_Nagar_District_Utta.html | https://gostayy.com/hotel-divy-grand-and-banquet-noida-sector-117/,noida,commercial,56,B
Hotel Elite Peak,hotel,"A-12A, Block A, Sector 72, Noida","Sector 72, Noida",,,,,,,,,,,owner,y,,,0,,,,,https://www.makemytrip.com/hotels/hotel_elite_peak_noida_sector_72-details-noida.html | https://www.makemytrip.com/hotels/address-of-hotel_elite_peak_noida_sector_72-details-noida.html,noida,commercial,56,B
Hotel Emerald Suites & Banquet (by Aura),hotel,"Plot No 228, Village Hazipur, Sector 104, Noida, UP 201301","Sector 104, Noida",201301,,,,,,4.7,691,,"3-star hotel with restaurant, fitness centre, meeting rooms",owner,y,,,0,,,,,https://bag2bag.in/hotels/noida/sector-104/hotel-emerald-suites-and-banquets | https://www.tripadvisor.com/Hotel_Review-g644043-d33376769-Reviews-Hotel_Emerald_Suites_Banquet_By_Aura-Noida_Gautam_Buddha_Nagar_District_Uttar_Pradesh.html | https://www.easemytrip.com/hotels/hotel-emerald-suites-and-banquet-8449940/,noida,commercial,56,B
Hotel Lemon Suites & Banquet,hotel,,"Sector 62, Noida",,,,,,,,,,,owner,,,,0,,,,,https://uk.hotels.com/ho3263066944/hotel-lemon-suites-new-delhi-india,noida,commercial,56,B
Hotel Petals,hotel,"E 72, Block E, Sector 72, Noida, Uttar Pradesh 201307","Sector 72, Noida",201307,,,,,,,,,,owner,y,,,0,,,,,https://www.mistay.in/hotels-in-noida/hotel-petals-sector-72/,noida,commercial,56,B
Itsy Hotel - Hamlets Stay,hotel,,"Sector 128, Noida",,,,,,,,,,,owner,,,,0,,,,,https://www.hotelsnoida.com/hotels-in-sector-128-noida.html | https://bag2bag.in/hotels-stay/noida/sector-128,noida,commercial,56,B
Limewood Stay Millennium City Centre,hotel_budget,Sector 45,"Sector 45, Gurgaon",,,,,,,,,,,owner,,,,,,,,,"https://www.goibibo.com/hotels/hotels-in-gurgaon/sector-45-ah/ | https://www.fabhotels.com/hotels-in-gurgaon/,-sector-45/",gurgaon,commercial,56,B
Metroinn Residency,hotel,,"Sector 128, Noida",,,,,,,,,,,owner,,,,0,,,,,https://www.hotelsnoida.com/hotels-in-sector-128-noida.html | https://www.justdial.com/Noida/Hotels-in-Noida-Sector-128/nct-10255012,noida,commercial,56,B
Nagori INN,hotel,"A-83/84 Ithara, Tech Zone-4, Greater Noida West","Tech Zone-4, Greater Noida West",201308,,,+918585959797,,,,,,budget hotel (rooms count unconfirmed),owner,yes,,,,[],,,,https://www.goibibo.com/hotels/nagori-inn-hotel-in-greater-noida-8436036512462822844/ | https://www.cabinns.com/property/nagori-inn/BC-11258411,gn_west,commercial,56,B
Nikko Palm,hotel_budget,Sector 45,"Sector 45, Gurgaon",,,,,,,,,,,owner,,,,,,,,,"https://www.goibibo.com/hotels/hotels-in-gurgaon/sector-45-ah/ | https://www.fabhotels.com/hotels-in-gurgaon/,-sector-45/",gurgaon,commercial,56,B
Omega Hotels,hotel_budget,Sector 45,"Sector 45, Gurgaon",,,,,,,,,,,owner,,,,,,,,,"https://www.goibibo.com/hotels/hotels-in-gurgaon/sector-45-ah/ | https://www.fabhotels.com/hotels-in-gurgaon/,-sector-45/",gurgaon,commercial,56,B
Residences By Limon,hotel_budget,Sector 45,"Sector 45, Gurgaon",,,,,,,,,,,owner,,,,,,,,,"https://www.goibibo.com/hotels/hotels-in-gurgaon/sector-45-ah/ | https://www.fabhotels.com/hotels-in-gurgaon/,-sector-45/",gurgaon,commercial,56,B
"Rhythm Gurugram, Hotel & Suites",hotel,"Sohna Road, Sector 68, Gurgaon","Sector 68, Gurgaon",,,,,,,,,,,owner,,,,,,,,,https://www.makemytrip.global/hotels-international/en-us/india/gurgaon-hotels/sector_68-hotels.html,gurgaon,commercial,56,B
The Eliot Hotel and Banquet,hotel,,"Sector 110, Noida",,,,,,,,,,"banquet hall and lawn, capacity up to 250 guests",owner,,,,0,,,,,https://www.weddingwire.in/banquet-halls/the-eliot-hotel-and-banquet--e482779,noida,commercial,56,B
The Horizon Hotels & Banquets,hotel,,"Sector 71, Noida",,,,,,,,,,"capacity up to 200 guests, parking for 50 vehicles",owner,,,,0,,,,,https://www.venuebookingz.com/noida/sector-71/banquet-hall/the-horizon-hotels-banquets/29892,noida,commercial,56,B
The Nagori Palace,hotel,"A-85, Ithera",Greater Noida West,201301,,,,,https://www.thenagoripalace.com/,,,,hotel + banquet/celebration venue,owner,yes,,,,[],,,,https://www.thenagoripalace.com/ | https://www.makemytrip.global/hotels/the_nagori_palace-details-greater_noida.html,gn_west,commercial,56,B
DMart Greater Noida West,supermarket,,Greater Noida West,,,,,,,,,,14000 sqft,DMart / Avenue Supermarts,,,,,,,,,https://forbesnoidaextension.in/blog/shopping-malls-markets-gnw-guide.html,gn_west,commercial,55,B
A.K. Children Academy,school,,Raj Nagar Extension,,,,,,,,,,,owner,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-raj-nagar-extension-ghaziabad,ghaziabad,commercial,53,B
ARASTU Coaching Institute,coaching_centre,,Vaishali,,,,,,,,,,,owner,,,,,,,,,https://arastu-coaching.grexa.site/,ghaziabad,commercial,53,B
Adhyayan Public School,school,,Crossings Republik,,,,,,,,,,,owner,,,,,,,,,https://www.uniapply.com/schools/private-schools-in-crossings-republik-ghaziabad/,ghaziabad,commercial,53,B
Amar Vidya Academy,coaching_centre,,Indirapuram,,,,,,,,,,,owner,,,,,,,,,https://merithub.com/coaching/coaching-centers-in-ghaziabad,ghaziabad,commercial,53,B
Aravali International School (Sector 81 Branch),school,"Sector 81, Faridabad, Haryana","Sector 81, Greater Faridabad",,,,,,,,,,,owner,,,,,,,,,https://ezyschooling.com/admissions/cbse-school-admission-in-greater-faridabad-faridabad,faridabad,commercial,53,B
Ashoka International School,school,"Sector 67, Gurgaon","Sector 67, Gurgaon",,,,,,,,,,grades 1-8,owner,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-sector-67-gurugram-gurugram,gurgaon,commercial,53,B
Aster Public School,school,,Noida Extension / Greater Noida West,,,,,,,,,,,owner,,,,,[],,,,https://www.schoolmykids.com/schools/india/list-of-schools-in-greater-noida-west-noida-extension-in-greater-noida,gn_west,commercial,53,B
BLS World School,school,,Noida Extension / Greater Noida West,,,,,,,,,,,owner,,,,,[],,,,https://www.schoolmykids.com/schools/india/list-of-schools-in-greater-noida-west-noida-extension-in-greater-noida,gn_west,commercial,53,B
Bal Jagat Senior Secondary School,school,,Raj Nagar Extension,,,,,,,,,,,owner,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-raj-nagar-extension-ghaziabad,ghaziabad,commercial,53,B
Bloom International School,school,,Noida Extension / Greater Noida West,,,,,,,,,,,owner,,,,,[],,,,https://www.schoolmykids.com/schools/india/list-of-schools-in-greater-noida-west-noida-extension-in-greater-noida,gn_west,commercial,53,B
CSHP Memorial Public School,school,,Raj Nagar Extension,,,,,,,,,,,owner,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-raj-nagar-extension-ghaziabad,ghaziabad,commercial,53,B
Career Launcher - Gaur City,coaching_center,"301, Third Floor, Aarza Square 1, 7th Avenue Township, Sector 4, Gaur City 1, Noida Extension","Gaur City 1, Noida Extension",,,,,,https://www.careerlauncher.com/,,,,,owner,,,,,[],,,,https://www.careerlauncher.com/coaching-centers/greater%20noida/,gn_west,commercial,53,B
Career Launcher - Tech Zone 4,coaching_center,"Plot No. 114, Tech Zone-4, Behind Fusion Homes, Noida Extension, Greater Noida","Tech Zone 4, Noida Extension",201306,,,,,https://www.careerlauncher.com/,,,,board/CUET tuitions class 6-12,owner,,,,,[],,,,https://www.careerlauncher.com/coaching-centers/noida/ | https://www.careerlauncher.com/coaching-centers/greater%20noida/,gn_west,commercial,53,B
Carlo Global School,school,,Raj Nagar Extension,,,,,,,,,,,owner,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-raj-nagar-extension-ghaziabad,ghaziabad,commercial,53,B
Cerebrum Biology Academy - Gaur City,coaching_center,,"Gaur City, Greater Noida West",,,,,,https://cerebrumbiologyacademy.com/,,,,,owner,,,,,[],,,,https://cerebrumbiologyacademy.com/neet-coaching-gaur-city-noida,gn_west,commercial,53,B
Chhikara Middle School,school,"Sector 84, Gurugram",Sector 84,,,,,,,,,,,owner,,,,,[],,,,https://schoolwiser.com/list-of-schools-in-gurgaon,gurgaon,commercial,53,B
DNB Public School (Dundahera),school,Dundahera,Crossings Republik,,,,,,,,,,,owner,,,,,,,,,https://www.uniapply.com/schools/private-schools-in-crossings-republik-ghaziabad/,ghaziabad,commercial,53,B
"DPS 84 (Delhi Public School, Sector 84)","private school (DPS brand, independent society-run)","Sector 84, Gurgaon","Sector 84, Gurgaon",,,,,,,,,,,owner,,,,,,,,,https://ezyschooling.com/admissions/private-school-admission-in-sector-84-1811e75c-gurugram | https://ezyschooling.com/admissions/school-admission-in-sector-84-1811e75c-gurugram,gurgaon,commercial,53,B
Delhi Public School (Raj Nagar Extension),school,,Raj Nagar Extension,,,,,,,,,,,owner,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-raj-nagar-extension-ghaziabad,ghaziabad,commercial,53,B
"Delhi Public School, Sector 45",school,Sector 45,"Sector 45, Gurugram",,,,,,,,,,,franchise,,,,,,,,,https://www.schoolmykids.com/school/delhi-public-school-sector-45-gurugram-gurgaon-haryana-india-s10016107 | https://ezyschooling.com/admissions/school-admission-in-sector-45-3gucnh80-gurugram,gurgaon,commercial,53,B
Disha International Public School,school,,Raj Nagar Extension,,,,,,,,,,,owner,,,,,,,,,https://www.uniapply.com/schools/private-schools-in-raj-nagar-extension-ghaziabad/,ghaziabad,commercial,53,B
Greater Noida Podar Learn School,school,,Greater Noida West,,,,,,,,,,,owner,yes,,,,[],,,,https://ezyschooling.com/admissions/private-school-admission-in-greater-noida-west,gn_west,commercial,53,B
Group of Experts (Coaching),coaching centre,"Sector 21C, Faridabad","Sector 21C, Faridabad",,,,,,,,,,,owner,,,,,,,,,https://collegedunia.com/coaching/faridabad-institutes,faridabad,commercial,53,B
Gurugram Public School,school,"Sector 55 & Sector 62, Gurgaon","Sector 55, Gurgaon",,,,,,,,,,,owner,,,,,,,,,https://en.wikipedia.org/wiki/Gurugram_Public_School,gurgaon,commercial,53,B
Gurukul The School,school,,Crossings Republik,,,,,,,,,,,owner,,,,,,,,,https://www.uniapply.com/schools/private-schools-in-crossings-republik-ghaziabad/,ghaziabad,commercial,53,B
Holy Child Public School,school,"Sector 75, Greater Faridabad, Haryana","Sector 75, Faridabad",,,,,,,,,,,owner,,,,,,,,,https://www.schoolmykids.com/schools/india/list-of-schools-in-faridabad | https://ezyschooling.com/admissions/cbse-school-admission-in-greater-faridabad-faridabad,faridabad,commercial,53,B
Indirapuram Public School (Dundahera),school,Dundahera,Crossings Republik,,,,,,,,,,,owner,,,,,,,,,https://www.uniapply.com/schools/private-schools-in-crossings-republik-ghaziabad/,ghaziabad,commercial,53,B
Indus World School (IWS),private school,"Sector 70, Gurgaon (1-acre campus, CIE affiliated)","Sector 70, Gurgaon",,,,,,,,,,,owner,,,,,,,,,https://www.nobroker.in/blog/schools-in-sohna-road/ | https://www.justdial.com/Gurgaon/Schools-in-Sohna/nct-10422444,gurgaon,commercial,53,B
JM International School,school,,"Tech Zone IV, Greater Noida West",,,,,,https://www.jminternationalschool.com/grnoidawest,,,,,owner,yes,,,,,,,,https://sksworldschool.ac.in/top-10-popular-schools-near-gaur-city-and-noida-extension/ | https://centers.aakash.ac.in/aakash-institute-greater-noida-west-greater-noida-coaching-center-gautam-budh-nagar-greater-noida-201459/Contact-Us | https://www.jminternationalschool.com/grnoidawest,gn_west,commercial,53,B
Jeeon Learning Pvt. Ltd.,coaching_center,Raj Nagar Extension,Raj Nagar Extension,,,,,,,,,,,owner,,,,,,,,,https://www.sulekha.com/entrance-exam-coaching/raj-nagar-extension-ghaziabad,ghaziabad,commercial,53,B
Knowledge Tree World School,private school,"Sector 83, Gurgaon","Sector 83, Gurgaon",,,,,,,,,,,owner,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-sector-82-tqb53czn-gurugram,gurgaon,commercial,53,B
"Lotus School, Sector 47",school,Sector 47,"Sector 47, Gurugram",,,,,,,,,,,owner,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-sector-47-yoq1ywkk-gurugram,gurgaon,commercial,53,B
M.L. Public School,school,,Raj Nagar Extension,,,,,,,,,,,owner,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-raj-nagar-extension-ghaziabad,ghaziabad,commercial,53,B
Manav Sanskar Public School,school,"Sector 87, Faridabad, Haryana","Sector 87, Greater Faridabad",,,,,,,,,,,owner,,,,,,,,,https://ezyschooling.com/admissions/cbse-school-admission-in-greater-faridabad-faridabad,faridabad,commercial,53,B
MatriKiran School,private school,"Senior School: Sector 83, Gurgaon; Junior School: Sohna Road, Gurgaon (Auro Education Society, 8.25-acre campus)","Sector 83, Gurgaon",,,,,,,,,,,owner,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-sector-82-tqb53czn-gurugram,gurgaon,commercial,53,B
Modern Public School (Sector 84),private school,"Sector 84, Gurgaon","Sector 84, Gurgaon",,,,,,,,,,,owner,,,,,,,,,https://ezyschooling.com/admissions/private-school-admission-in-sector-84-1811e75c-gurugram | https://ezyschooling.com/admissions/school-admission-in-sector-84-1811e75c-gurugram,gurgaon,commercial,53,B
"Mount Olympus School (MOS), Sector 47",school,Sector 47,"Sector 47, Gurugram",,,,,,,,,,,owner,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-sector-47-yoq1ywkk-gurugram,gurgaon,commercial,53,B
"Neev - The Foundation School, Sector 47",school,Sector 47,"Sector 47, Gurugram",,,,,,,,,,,owner,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-sector-47-yoq1ywkk-gurugram,gurgaon,commercial,53,B
Noida Educational Academy School,school,"Bhangel, Salarpur Khadar, Sector 110, Noida, Uttar Pradesh",Sector 110,,,,,,,,,,,owner,,,,0,,,,,https://eduindianews.com/noida-educational-academy-school-bhangel-sector-110-gautam-budh-nagar/ | https://schoolconnects.in/schools/noida-educational-academy-school-sector-110-4218-admission | https://www.schoolsuniverse.com/school/noida-educational-academy-sector-110-noida,noida,commercial,53,B
Noida International Public School (NIPS),school,"MP3 Main Road, Sector 121, Noida, Uttar Pradesh",Sector 121,201307,,,+91 9654334100,,nips121.edu.in,,,,,owner,,,,0,,,,,https://www.sulekha.com/noida-international-public-school-sector-121-noida-contact-address | https://nips121.edu.in/contact-us | https://www.justdial.com/Noida/Noida-International-Public-School-Noida-Sector-121/011PXX11-XX11-131210163630-M9V7_BZDET,noida,commercial,53,B
"Orchids The International School, Sector 47",school,Sector 47,"Sector 47, Gurugram",,,,,,,,,,,franchise,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-sector-47-yoq1ywkk-gurugram,gurgaon,commercial,53,B
Pace Academy,coaching_centre,,Vasundhara,,,,,,,,,,,owner,,,,,,,,,https://www.studydekho.com/ghaziabad,ghaziabad,commercial,53,B
Pooja's Velocity Institute,coaching centre,"Sector 16, Faridabad","Sector 16, Faridabad",,,,,,,,,,,owner,,,,,,,,,https://www.urbanpro.com/faridabad/coaching-institutes-for-class-12,faridabad,commercial,53,B
RPS International School,school,"Sector 89, Gurugram",Sector 89,,,,,,,,,,,owner,,,,,[],,,,https://schoolwiser.com/list-of-schools-in-gurgaon,gurgaon,commercial,53,B
"S D Adarsh Vidyalaya, Sector 47",school,Sector 47,"Sector 47, Gurugram",,,,,,,,,,,owner,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-sector-47-yoq1ywkk-gurugram,gurgaon,commercial,53,B
"SHEMFORD Futuristic School, Sector 47",school,Sector 47,"Sector 47, Gurugram",,,,,,,,,,,franchise,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-sector-47-yoq1ywkk-gurugram,gurgaon,commercial,53,B
SKS World School,school,,Greater Noida West / Noida Extension,,,,,,https://sksworldschool.ac.in/,,,,,owner,yes,,,,,,,,https://sksworldschool.ac.in/top-10-popular-schools-near-gaur-city-and-noida-extension/ | https://skswsgnw.ac.in/2026/01/28/list-of-schools-in-greater-noida-west/,gn_west,commercial,53,B
Salvation Tree School,school,,Greater Noida West / Noida Extension,,,,,,,,,,,owner,yes,,,,[],,,,https://ezyschooling.com/admissions/private-school-admission-in-greater-noida-west,gn_west,commercial,53,B
Sapphire International School,school,Crossings Republik,Crossings Republik,,,,,,,,,,,owner,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-crossings-republik-ghaziabad | https://www.uniapply.com/schools/private-schools-in-crossings-republik-ghaziabad/,ghaziabad,commercial,53,B
Sarvottam International School,school,,"Gaur City 2, Greater Noida West",,,,,,,,,,,owner,yes,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-gaur-city-2-greater-noida-west | https://ezyschooling.com/admissions/private-school-admission-in-greater-noida-west,gn_west,commercial,53,B
St. Andrews World School,school,"Sector 85, Gurugram",Sector 85,,,,,,,,,,,owner,,,,,[],,,,https://schoolwiser.com/list-of-schools-in-gurgaon,gurgaon,commercial,53,B
St. Teresa School,school,,Noida Extension / Greater Noida West,,,,,,https://stteresaschool.com/,,,,,owner,yes,,,,[],,,,https://stteresaschool.com/best-private-schools-in-noida-extension | https://stteresaschool.com/best-private-schools-in-greater-noida-west | https://ezyschooling.com/admissions/private-school-admission-in-greater-noida-west,gn_west,commercial,53,B
St. Xavier's High School,school,Crossings Republik,Crossings Republik,,,,,,,,,,pre-nursery to 12th grade,owner,yes,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-crossings-republik-ghaziabad | https://sksworldschool.ac.in/top-10-popular-schools-near-gaur-city-and-noida-extension/ | https://ezyschooling.com/admissions/private-school-admission-in-greater-noida-west,ghaziabad,commercial,53,B
Star Coaching Institute,coaching_centre,"Neharpar, Faridabad, Haryana","Neharpar, Greater Faridabad",,,,,,https://www.sget.in/,,,,,owner,,,,,,,,,https://www.sget.in/,faridabad,commercial,53,B
Step Up School,school,,Crossings Republik,,,,,,,,,,,owner,,,,,,,,,https://www.uniapply.com/schools/private-schools-in-crossings-republik-ghaziabad/,ghaziabad,commercial,53,B
Swami Dayanand Saraswati Public School (Dundahera),school,Dundahera,Crossings Republik,,,,,,,,,,,owner,,,,,,,,,https://www.uniapply.com/schools/private-schools-in-crossings-republik-ghaziabad/,ghaziabad,commercial,53,B
